winery,wine,year,calificacion,num_resenas,pais,region,precio,tipo,cuerpo,acidez
Chivite,Navarra Coleccion 125 Blanco,2018,45,97,Espana,Navarra,491,Chardonnay,40,30
Marques de Murrieta,Dalmau Rioja,2015,45,97,Espana,Rioja,750,Rioja Tinto,40,30
Enate,Chardonnay Uno,2011,45,96,Espana,Somontano,20013,Chardonnay,40,30
Toro Albala,Don PX Vieja Cosecha,1973,45,95,Espana,Montilla-Moriles,1130,Pedro Ximenez,50,10
Bodega Ribas,Ribas de Cabrera,2018,45,94,Espana,Mallorca,"6,8406E+14",Tinto,40,30
Vinas del Cenit,Cenit,2012,45,92,Espana,Tierra del Vino de Zamora,375,Tempranillo,40,20
Artadi,El Carretil,2012,45,88,Espana,Vino de Espana,1650,Tempranillo,40,20
Alvaro Palacios,Quinon de Valmira,2016,45,88,Espana,Rioja,4150,Rioja Tinto,40,30
Bodegas Naluar & Acediano,Acediano,2014,45,87,Espana,Ribera del Duero,740,Ribera del Duero Tinto,50,30
Mas del Serral,Mas del Serral,2007,45,82,Espana,Penedes,19216,Espumoso,20,30
Cervoles,Estrats,2009,45,81,Espana,Costers del Segre,5982,Tinto,40,30
Anima Negra,Son Negre,2016,45,81,Espana,Mallorca,1649,Tinto,40,30
Diez Merito,Fino Imperial Amontillado 30 Anos,N.V.,45,81,Espana,Jerez Amontillado,949,Jerez,40,30
Valdespino,Coliseo Amontillado VORS,N.V.,45,81,Espana,Jerez Amontillado,1990,Jerez,40,30
Sierra Cantabria,Finca el Bosque,2018,45,81,Espana,Rioja,8595,Rioja Tinto,40,30
Familia Torres,Grans Muralles,2000,45,81,Espana,Conca de Barbera,12505,Tinto,40,30
Emilio Moro,Malleolus de Valderramiro,2018,45,82,Espana,Ribera del Duero,8555,Ribera del Duero Tinto,50,30
Bodega Contador (Benjamin Romeo),Contador Rioja,2016,45,80,Espana,Rioja,31775,Rioja Tinto,40,30
Adama Wines,Tinto,2010,45,79,Espana,Ribera del Duero,350,Ribera del Duero Tinto,50,30
R. Lopez de Heredia,Vina Tondonia Gran Reserva Blanco,1981,45,78,Espana,Rioja Alta,27495,Rioja Blanco,30,30
Martinet,Cami Pesseroles,2014,45,78,Espana,Priorato,8255,Priorat Tinto,40,30
Clos Mogador,Priorat,2019,45,76,Espana,Priorato,639,Priorat Tinto,40,30
Marques de Burgos,8000,2017,45,75,Espana,Ribera del Duero,2995,Ribera del Duero Tinto,50,30
Vina Sastre,Pesus Ribera del Duero,2009,45,75,Espana,Ribera del Duero,3126,Ribera del Duero Tinto,50,30
Bodegas Mas Alta,La Basseta,2017,45,75,Espana,Priorato,5895,Priorat Tinto,40,30
Artadi,La Poza de Ballesteros,2010,45,74,Espana,Vino de Espana,9935,Tempranillo,40,20
Penafiel,Mironia Black Edition Tempranillo,2015,45,73,Espana,Ribera del Duero,495,Ribera del Duero Tinto,50,30
Bodegas Mas Alta,La Creu Alta,2015,45,73,Espana,Priorato,23498,Priorat Tinto,40,30
Costers del Siurana,Miserere,2010,45,74,Espana,Priorato,785,Priorat Tinto,40,30
Muga,Prado Enea Gran Reserva,2015,45,72,Espana,Rioja,5695,Rioja Tinto,40,30
Tobia,Alma Tobia Rioja,2015,45,72,Espana,Rioja,400,Rioja Tinto,40,30
Tresmano - Tr3smano,Tm,2016,45,71,Espana,Ribera del Duero,1000,Tempranillo,40,20
Mas Doix,Doix,2017,45,71,Espana,Priorato,799,Priorat Tinto,40,30
Sei Solo,Tinto,2012,45,70,Espana,Ribera del Duero,635,Ribera del Duero Tinto,50,30
Miguel Merino,La Loma,2017,45,69,Espana,Rioja Alta,389,Rioja Tinto,40,30
Finca Villacreces,Nebro Ribera del Duero,2011,45,69,Espana,Ribera del Duero,1545,Ribera del Duero Tinto,50,30
Clos Erasmus,Priorat,2012,45,69,Espana,Priorato,37466,Priorat Tinto,40,30
Artadi,El Carretil,2015,45,66,Espana,Vino de Espana,14351,Tempranillo,40,20
Virgen de la Asuncion,El Canto del Angel,2014,45,66,Espana,Ribera del Duero,5995,Ribera del Duero Tinto,50,30
Artadi,Grandes Anadas Rioja,1998,45,66,Espana,Rioja,46765,Rioja Tinto,40,30
Remirez de Ganuza,Rioja Blanco Reserva,2012,45,66,Espana,Rioja,655,Rioja Blanco,30,30
Remirez de Ganuza,Gran Reserva,2011,45,65,Espana,Rioja,885,Rioja Tinto,40,30
Romate,Cayetano del Pino Viejisimo Palo Cortado,N.V.,45,61,Espana,Jerez Palo Cortado,2592,Jerez,40,30
Allende,Calvario Rioja,2002,45,61,Espana,Rioja,950,Rioja Tinto,40,30
Dominio del Aguila,Gran Reserva Penas Aladas,2012,45,61,Espana,Ribera del Duero,55902,Ribera del Duero Tinto,50,30
Martinet,Cami Pesseroles,2012,45,60,Espana,Priorato,11585,Priorat Tinto,40,30
Vega Sicilia,Unico,1969,45,60,Espana,Ribera del Duero,97683,Ribera del Duero Tinto,50,30
Sara Perez y Rene Barbier,Gratallops Partida Bellvisos,2005,45,59,Espana,Priorato,26681,Priorat Tinto,40,30
Dehesa del Carrizal,Coleccion Privada,2017,45,59,Espana,Dehesa del Carrizal,269,Tinto,40,30
Tarsus,Finca El Canto,2015,45,58,Espana,Ribera del Duero,8966,Tempranillo,40,20
Hacienda Solano,Finca Cascorrales,2016,45,57,Espana,Ribera del Duero,643,Ribera del Duero Tinto,50,30
La Rioja Alta,Rioja Gran Reserva 904,1987,45,57,Espana,Rioja,1900,Rioja Tinto,40,30
Marques de Grinon,AAA,2004,45,56,Espana,Dominio de Valdepusa,1412,Tinto,40,30
Adama Wines,Tinto,2007,45,55,Espana,Ribera del Duero,320,Ribera del Duero Tinto,50,30
Beronia,Rioja Gran Reserva,1994,45,54,Espana,Rioja,610,Rioja Tinto,40,30
Monte Real,Gran Reserva,1964,45,54,Espana,Rioja,1400,Rioja Tinto,40,30
Toro Albala,Marques de Poley Amontillado Seleccion 1951,1951,45,53,Espana,Montilla-Moriles,16995,Pedro Ximenez,50,10
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2014,45,53,Espana,Ribera del Duero,499,Ribera del Duero Tinto,50,30
Enate,Reserva Especial,2006,45,53,Espana,Somontano,659,Tinto,40,30
Divina Proporcion,Platon Tinto,2019,45,52,Espana,Toro,259,Toro Tinto,50,30
Vina al Lado de la Casa,Altos de Las Gateras Monastrell,2013,45,51,Espana,Vino de Espana,5819,Monastrell,50,30
Dominio del Aguila,Canta la Perdiz,2013,45,51,Espana,Ribera del Duero,2950,Ribera del Duero Tinto,50,30
Marques de la Concordia,Marques de la Concordia VSG Premium (formerly Hacienda de Susar Rioja),2016,45,50,Espana,Rioja,355,Rioja Tinto,40,30
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2013,45,49,Espana,Cava,537,Cava,20,30
Penafiel,Alba de Miros Rueda Verdejo,2019,45,49,Espana,Rueda,99,Verdejo,30,30
Carmelo Rodero,Ribera del Duero TSM,2006,45,48,Espana,Ribera del Duero,"4,08333E+14",Ribera del Duero Tinto,50,30
Dominio de Cair,Pendon De La Aguilera,2010,45,47,Espana,Ribera del Duero,"2,99287E+14",Ribera del Duero Tinto,50,30
Valquejigoso,V2 Tinto,2009,45,49,Espana,Madrid,436838985,Tinto,40,30
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2003,45,46,Espana,Priorato,137214,Priorat Tinto,40,30
Martinet,Cami Pesseroles,2016,45,46,Espana,Priorato,7955,Priorat Tinto,40,30
Cal Pla,Planots Priorat,2013,45,46,Espana,Priorato,570,Priorat Tinto,40,30
Veigamoura,Blanco,2013,45,45,Espana,Rias Baixas,1496,Rías Baixas,20,30
Vizcarra,Celia,2011,45,44,Espana,Ribera del Duero,6006,Ribera del Duero Tinto,50,30
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2010,45,44,Espana,Ribera del Duero,2370,Ribera del Duero Tinto,50,30
Clos Erasmus,Priorat,1998,45,43,Espana,Priorato,99328,Priorat Tinto,40,30
Legaris,Calmo,2014,45,43,Espana,Ribera del Duero,719,Ribera del Duero Tinto,50,30
Federico Paternina,Gran Reserva,1928,45,43,Espana,Rioja,2700,Rioja Tinto,40,30
Marques de Murrieta,Dalmau Rioja,2000,45,42,Espana,Rioja,485,Rioja Tinto,40,30
Anima Negra,Son Negre,2005,45,42,Espana,Mallorca,2000,Tinto,40,30
Vinicola Real,Confesor Rioja,2004,45,42,Espana,Rioja,1075,Rioja Tinto,40,30
Bodegas San Roman,Cartago Paraje de Pozo,2016,45,42,Espana,Toro,775,Toro Tinto,50,30
Losada,La Bienquerida,2019,45,41,Espana,Bierzo,329,Mencia,30,30
Clos d'Agon,Seleccion Especial,2015,45,40,Espana,Cataluna,9351,Tinto,40,30
Sacristia AB,Saca Unica,N.V.,45,39,Espana,Jerez-Xeres-Sherry,9638,Jerez,40,30
Huerta de Albala,Taberner No. 1,2011,45,38,Espana,Cadiz,750,Tinto,40,30
Uvaguilera Aguilera,Palomero,2010,45,38,Espana,Ribera del Duero,4495,Ribera del Duero Tinto,50,30
Ysios,Grano a Grano,2017,45,37,Espana,Rioja,750,Rioja Tinto,40,30
Finca Villacreces,Nebro Ribera del Duero,2015,45,37,Espana,Ribera del Duero,14338,Ribera del Duero Tinto,50,30
Vega Sicilia,Valbuena 5o,1976,45,37,Espana,Ribera del Duero,1950,Ribera del Duero Tinto,50,30
Dehesa del Carrizal,Petit Verdot,2018,45,36,Espana,Dehesa del Carrizal,2015,Tinto,40,30
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2015,45,36,Espana,Bierzo,137366,Tinto,40,30
Emilio Hidalgo,Santa Ana Pedro Ximenez 1861,N.V.,45,36,Espana,Jerez-Xeres-Sherry,3200,Pedro Ximenez,50,10
Altos del Terral,Cuvee Julia Ribera del Duero,2011,45,35,Espana,Ribera del Duero,1570,Ribera del Duero Tinto,50,30
Toro Albala,Don PX Seleccion,1949,45,34,Espana,Montilla-Moriles,2950,Pedro Ximenez,50,10
Morca,Garnacha,2019,45,33,Espana,Campo de Borja,2995,Garnacha,50,30
R. Lopez de Heredia,Vina Tondonia Gran Reserva,2001,45,33,Espana,Rioja,18791,Rioja Tinto,40,30
Martinet,Cami Pesseroles,2013,45,32,Espana,Priorato,1132,Priorat Tinto,40,30
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2018,45,32,Espana,Bierzo,1200,Mencia,30,30
Castillo Perelada,Finca Garbet,2015,45,32,Espana,Emporda,899,Syrah,40,30
Vinicola Real,200 Monges Rioja Reserva Seleccion Especial,2006,45,32,Espana,Rioja,5925,Rioja Tinto,40,30
El Regajal,Galia Clos Santuy,2016,45,32,Espana,Castilla y Leon,890,Tinto,40,30
Valderiz,Tomas Esteban,2011,45,32,Espana,Ribera del Duero,713,Ribera del Duero Tinto,50,30
Jose Pariente,Finca Las Comas Verdejo,2018,45,32,Espana,Rueda,345,Verdejo,30,30
Vega Sicilia,Valbuena 5o,1975,45,31,Espana,Ribera del Duero,1950,Ribera del Duero Tinto,50,30
Abadia Retuerta,Petit Verdot,2004,45,31,Espana,Sardon de Duero,16081,Tinto,40,30
Amos Baneres,Diables,2018,45,31,Espana,Penedes,3875,D.O. Penedès,30,30
Scala Dei,St Antoni de Scala Dei Priorat,2017,45,30,Espana,Priorato,7504,Priorat Tinto,40,30
Gonzalez-Byass,Anada Palo Cortado 1987,1991,45,30,Espana,Jerez Palo Cortado,2300,Jerez,40,30
Artadi,Valdegines,2019,45,30,Espana,Vino de Espana,400,Tempranillo,40,20
Clos Erasmus,Priorat,2018,45,30,Espana,Priorato,2250,Priorat Tinto,40,30
Bodegas Valdelana,Seda de Oro Reserva,2016,45,29,Espana,Rioja,690,Rioja Tinto,40,30
Abel Mendoza Monge,Grano a Grano Graciano - Garnacha,2016,45,29,Espana,Rioja,5514,Garnacha,50,30
Tinto Pesquera,Reserva,1986,45,29,Espana,Ribera del Duero,900,Ribera del Duero Tinto,50,30
Bodegas Amaren,Carraquintana de Amaren,2017,45,29,Espana,Rioja Alavesa,565,Rioja Tinto,40,30
Anayon,Garnacha Parcela 81 Vinas Viejas,2017,45,28,Espana,Carinena,549,Tinto,40,30
Castell d'Encus,Saktih,2016,45,28,Espana,Costers del Segre,13295,Tinto,40,30
Gramona,Cava Enoteca Finca de L'Origen Brut Nature,2002,45,28,Espana,Cava,1420,Cava,20,30
Sierra Salinas,Salinas 1237,2014,45,28,Espana,Alicante,5325,Tinto,40,30
Dehesa del Carrizal,Cabernet Sauvignon,2019,45,27,Espana,Dehesa del Carrizal,169,Cabernet Sauvignon,40,30
Vinos Sanz,Finca La Colina Sauvignon Blanc,2021,45,27,Espana,Rueda,1345,Sauvignon Blanc,30,30
Cerro San Cristobal,Dominio del Verso Red Blend,2018,45,27,Espana,Condado de Huelva,295,Tinto,,
Altos de Rioja,Altos R Pigeage Nacido en Barrica Blanco,2019,44,27,Espana,Rioja,299168517,Rioja Blanco,,
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2007,45,26,Espana,Priorato,690,Priorat Tinto,,
La Vinya del Vuit,La Vinya del Vuit (8),2015,45,26,Espana,Priorato,730,Priorat Tinto,,
Venus la Universal,Venus de la Figuera,2017,45,26,Espana,Montsant,515,Montsant Tinto,,
Pedralonga,Vendetta,2013,45,25,Espana,Rias Baixas,380,Albarino,,
Alion,Ribera del Duero,2009,44,6395,Espana,Ribera del Duero,1890,Ribera del Duero Tinto,,
Pintia,Toro,2011,44,5732,Espana,Toro,395,Toro Tinto,,
Pintia,Toro,2012,44,5614,Espana,Toro,899,Toro Tinto,,
Pintia,Toro,2013,44,5204,Espana,Toro,768,Toro Tinto,,
La Rioja Alta,Rioja Gran Reserva 904,2009,44,5109,Espana,Rioja,475,Rioja Tinto,,
Matarromera,Ribera del Duero Reserva,2016,44,4851,Espana,Ribera del Duero,315,Ribera del Duero Tinto,,
La Rioja Alta,Rioja Gran Reserva 904,2011,44,4625,Espana,Rioja,4795,Rioja Tinto,,
La Rioja Alta,Rioja Gran Reserva 904,2007,44,4357,Espana,Rioja,4795,Rioja Tinto,,
Emilio Moro,Malleolus,2018,44,4121,Espana,Ribera del Duero,3861,Ribera del Duero Tinto,,
Muga,Seleccion Especial (Reserva),2016,44,3589,Espana,Rioja,279,Rioja Tinto,,
Matarromera,Ribera del Duero Reserva,2017,44,3456,Espana,Ribera del Duero,3725,Ribera del Duero Tinto,,
Hacienda Monasterio,Cosecha,2016,44,3406,Espana,Ribera del Duero,378,Ribera del Duero Tinto,,
La Rioja Alta,Rioja Gran Reserva 904,2010,44,3327,Espana,Rioja,6155,Rioja Tinto,,
Muga,Prado Enea Gran Reserva,2011,44,3197,Espana,Rioja,4395,Rioja Tinto,,
Bodegas Mauro,Red,2018,44,3095,Espana,Castilla y Leon,3195,Tinto,,
Abadia Retuerta,Seleccion Especial,2017,44,3093,Espana,Sardon de Duero,255,Tinto,,
Bodegas El Nido,Clio,2014,44,3089,Espana,Jumilla,3565,Tinto,,
Dominio de Pingus,Flor de Pingus,2012,44,2546,Espana,Ribera del Duero,1250,Ribera del Duero Tinto,,
Dominio de Pingus,Flor de Pingus,2013,44,2418,Espana,Ribera del Duero,1250,Ribera del Duero Tinto,,
La Rioja Alta,Vina Ardanza Reserva,2015,44,2370,Espana,Rioja,230,Rioja Tinto,40,30
Bodegas Roda,Roda I Reserva Rioja,2009,44,2228,Espana,Rioja,435,Rioja Tinto,40,30
Bodegas Roda,Roda I Reserva Rioja,2010,44,2133,Espana,Rioja,247,Rioja Tinto,40,30
Tomas Postigo,3er Ano Ribera del Duero Tinto,2017,44,2080,Espana,Ribera del Duero,274,Ribera del Duero Tinto,50,30
Alion,Ribera del Duero,2007,44,2053,Espana,Ribera del Duero,960,Ribera del Duero Tinto,50,30
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2016,44,1993,Espana,Rioja,3752,Rioja Tinto,40,30
Bodegas Roda,Roda I Reserva Rioja,2011,44,1949,Espana,Rioja,4395,Rioja Tinto,40,30
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2017,44,1948,Espana,Almansa,196,Garnacha,50,30
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2004,44,1943,Espana,Rioja,1600,Rioja Tinto,40,30
Bodegas Roda,Roda I Reserva Rioja,2012,44,1853,Espana,Rioja,435,Rioja Tinto,40,30
Tomas Postigo,3er Ano Ribera del Duero Tinto,2018,44,1842,Espana,Ribera del Duero,2775,Ribera del Duero Tinto,50,30
Hacienda Monasterio,Cosecha,2018,44,1777,Espana,Ribera del Duero,325,Ribera del Duero Tinto,50,30
Bodegas Mauro,Red,2019,44,1701,Espana,Castilla y Leon,2945,Tinto,40,30
Aalto,Tinto,2017,44,1561,Espana,Ribera del Duero,"5,15268E+13",Ribera del Duero Tinto,50,30
Benjamin de Rothschild - Vega Sicilia,Macan,2010,44,1519,Espana,Rioja,2160,Rioja Tinto,40,30
Alion,Ribera del Duero,2006,44,1514,Espana,Ribera del Duero,1197,Ribera del Duero Tinto,50,30
Muga,Torre Muga,2006,44,1475,Espana,Rioja,6673,Rioja Tinto,40,30
Bodegas Roda,Roda I Reserva Rioja,2015,44,1463,Espana,Rioja,3995,Rioja Tinto,40,30
Matsu,El Viejo,2018,44,1438,Espana,Toro,3201,Toro Tinto,50,30
Bodegas Valduero,Ribera del Duero Una Cepa I,2016,44,1372,Espana,Ribera del Duero,289,Ribera del Duero Tinto,50,30
Bodegas San Roman,Tinto,2017,44,1339,Espana,Toro,360,Toro Tinto,50,30
Marques de Vargas,Hacienda Pradolagar,2015,44,1326,Espana,Rioja,10512,Rioja Tinto,40,30
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2008,44,1269,Espana,Cava,525,Cava,20,30
Hacienda Monasterio,Cosecha,2017,44,1266,Espana,Ribera del Duero,3331,Ribera del Duero Tinto,50,30
Remirez de Ganuza,Rioja Reserva,2010,44,1255,Espana,Rioja,7365,Rioja Tinto,40,30
Alto Moncayo,Garnacha,2016,44,1226,Espana,Campo de Borja,3395,Garnacha,50,30
Remirez de Ganuza,Rioja Reserva,2009,44,1172,Espana,Rioja,740,Rioja Tinto,40,30
Alion,Ribera del Duero,2005,44,1166,Espana,Ribera del Duero,1690,Ribera del Duero Tinto,50,30
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2018,44,1158,Espana,Almansa,248,Garnacha,50,30
Alion,Ribera del Duero,2004,44,1121,Espana,Ribera del Duero,"1,40841E+14",Ribera del Duero Tinto,50,30
Clos Mogador,Priorat,2014,44,1104,Espana,Priorato,1755,Priorat Tinto,40,30
Vinicola Real,200 Monges Rioja Reserva,2011,44,1098,Espana,Rioja,3757,Rioja Tinto,40,30
Arzuaga,Reserva Ribera del Duero,2016,44,1087,Espana,Ribera del Duero,2624,Ribera del Duero Tinto,50,30
Emilio Moro,Malleolus,2019,44,1069,Espana,Ribera del Duero,285,Ribera del Duero Tinto,50,30
Bodegas Mauro,VS,2014,44,1064,Espana,Castilla y Leon,1780,Tempranillo,40,20
Hacienda Monasterio,Reserva,2011,44,1048,Espana,Ribera del Duero,7865,Ribera del Duero Tinto,50,30
Dominio de Pingus,Flor de Pingus,2008,44,1047,Espana,Ribera del Duero,1250,Ribera del Duero Tinto,50,30
Bodegas Roda,Roda I Reserva Rioja,2016,44,1039,Espana,Rioja,359,Rioja Tinto,40,30
Pago de Los Capellanes,Reserva Tinto,2017,44,1040,Espana,Ribera del Duero,357,Ribera del Duero Tinto,50,30
Aalto,Tinto,2019,44,1018,Espana,Ribera del Duero,330,Ribera del Duero Tinto,50,30
Bodegas Mauro,VS,2015,44,995,Espana,Castilla y Leon,6095,Tempranillo,40,20
Juan Gil,Jumilla Blue Label,2019,44,966,Espana,Jumilla,2195,Tinto,40,30
Bodegas Tradicion,Palo Cortado Tradicion Vors 30 Years Sherry,N.V.,44,941,Espana,Jerez Palo Cortado,825,Jerez,40,30
Hacienda Monasterio,Reserva,2014,44,927,Espana,Ribera del Duero,1099,Ribera del Duero Tinto,50,30
Senorio de San Vicente,San Vicente Rioja,2011,44,925,Espana,Rioja,335,Rioja Tinto,40,30
Alto Moncayo,Garnacha,2018,44,915,Espana,Campo de Borja,3895,Garnacha,50,30
Volver,Triga,2016,44,852,Espana,Alicante,349,Tinto,40,30
Marques de Caceres,Gaudium,2014,44,827,Espana,Rioja,378,Rioja Tinto,40,30
Bodegas Tradicion,Amontillado Tradicion Vors 30 Years,N.V.,44,825,Espana,Jerez Amontillado,599,Jerez,40,30
Teso La Monja,Victorino,2016,44,812,Espana,Toro,387,Toro Tinto,50,30
Clos Mogador,Priorat,2011,44,809,Espana,Priorato,900,Priorat Tinto,40,30
Clos Mogador,Priorat,2010,44,799,Espana,Priorato,6979,Priorat Tinto,40,30
Lan,Culmen Reserva Rioja,2011,44,798,Espana,Rioja,599,Rioja Tinto,40,30
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2019,44,787,Espana,Almansa,2739,Garnacha,50,30
Bodegas Roda,Roda I Reserva Rioja,2005,44,783,Espana,Rioja,930,Rioja Tinto,40,30
Dominio del Aguila,Reserva,2016,44,778,Espana,Ribera del Duero,7357,Ribera del Duero Tinto,50,30
Marques de Vargas,Reserva Privada Rioja,2015,44,746,Espana,Rioja,4967,Rioja Tinto,40,30
Abadia Retuerta,Pago Negralada,2014,44,726,Espana,Sardon de Duero,9157,Tempranillo,40,20
Clos Mogador,Priorat,2012,44,695,Espana,Priorato,900,Priorat Tinto,40,30
Marques de Riscal,Baron de Chirel Rioja Reserva,2015,44,683,Espana,Rioja,6995,Rioja Tinto,40,30
Alion,Ribera del Duero,2001,44,681,Espana,Ribera del Duero,1900,Ribera del Duero Tinto,50,30
Marques de Riscal,Baron de Chirel Rioja Reserva,2005,44,667,Espana,Rioja,1400,Rioja Tinto,40,30
Tridente,Rejon Tempranillo,2015,44,664,Espana,Castilla y Leon,3575,Tempranillo,40,20
Alvaro Palacios,Finca Dofi,2016,44,639,Espana,Priorato,525,Priorat Tinto,40,30
Clos Mogador,Priorat,2007,44,624,Espana,Priorato,950,Priorat Tinto,40,30
Ausas,Interpretacion,2016,44,618,Espana,Ribera del Duero,4515,Ribera del Duero Tinto,50,30
Muga,Torre Muga,2015,44,617,Espana,Rioja,"5,82142E+14",Rioja Tinto,40,30
Senorio de San Vicente,San Vicente Rioja,2016,44,609,Espana,Rioja,427,Rioja Tinto,40,30
Tresmano - Tr3smano,Vendimia,2017,44,581,Espana,Ribera del Duero,"2,87315E+14",Ribera del Duero Tinto,50,30
Ferrer Bobet,Priorat Vinyes Velles,2017,44,575,Espana,Priorato,3265,Priorat Tinto,40,30
Marques de Caceres,Gaudium,2015,44,561,Espana,Rioja,4386,Rioja Tinto,40,30
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017,44,560,Espana,Rioja,369,Rioja Tinto,40,30
Remirez de Ganuza,Rioja Reserva,2013,44,550,Espana,Rioja,5483,Rioja Tinto,40,30
Marques de Murrieta,Dalmau Rioja,2016,44,550,Espana,Rioja,5533,Rioja Tinto,40,30
Bodegas Amaren,Tempranillo Reserva,2010,44,542,Espana,Rioja,269,Rioja Tinto,40,30
Bodegas Tradicion,Cream Tradicion Vos 20 Years,N.V.,44,527,Espana,Jerez Cream,579,Jerez,,
Tinto Pesquera,Millenium Reserva,2008,44,527,Espana,Ribera del Duero,740,Ribera del Duero Tinto,,
Hacienda Monasterio,Cosecha,2019,44,523,Espana,Ribera del Duero,3435,Ribera del Duero Tinto,,
Arzuaga,Gran Reserva Ribera del Duero,2009,44,516,Espana,Ribera del Duero,763,Ribera del Duero Tinto,,
Ausas,Interpretacion,2017,44,514,Espana,Ribera del Duero,453,Ribera del Duero Tinto,,
Vega Sicilia,Valbuena 5o,1995,44,512,Espana,Ribera del Duero,2990,Ribera del Duero Tinto,,
Bodegas Mauro,VS,2016,44,506,Espana,Castilla y Leon,565,Tempranillo,,
Vina Sastre,Pago de Santa Cruz,2014,44,499,Espana,Ribera del Duero,549,Ribera del Duero Tinto,,
Ordonez,Vatan Tinta de Toro,2017,44,498,Espana,Toro,5531,Toro Tinto,,
Cillar de Silos,Dominio del Pidio,2016,44,495,Espana,Ribera del Duero,5391,Ribera del Duero Tinto,,
Marques de Riscal,Rioja Gran Reserva,2015,44,485,Espana,Rioja,351,Rioja Tinto,,
Teso La Monja,Victorino,2017,44,481,Espana,Toro,385,Toro Tinto,,
Imperial,Rioja Gran Reserva,2015,44,471,Espana,Rioja,4997,Rioja Tinto,,
Carmelo Rodero,Reserva,2016,44,450,Espana,Ribera del Duero,329,Ribera del Duero Tinto,,
Ramos-Paul,Tinto,2006,44,443,Espana,Malaga,340,Tinto,,
Artadi,Pagos Viejos,2006,44,442,Espana,Vino de Espana,905,Tempranillo,,
Anima Negra,An,2018,44,436,Espana,Mallorca,383,Tinto,,
Matarromera,Ribera del Duero Prestigio,2014,44,421,Espana,Ribera del Duero,4132,Ribera del Duero Tinto,,
Bodega Numanthia,Numanthia,2004,44,414,Espana,Toro,980,Toro Tinto,,
Rafael Palacios,As Sortes Val do Bibei Godello,2018,44,412,Espana,Valdeorras,5571,D.O. Valdeorras,30,30
Bodega de Bardos,Suprema 30 Meses,2016,44,406,Espana,Ribera del Duero,352,Ribera del Duero Tinto,,
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015,44,389,Espana,Rioja,736,Rioja Tinto,,
Ausas,Interpretacion,2018,44,389,Espana,Ribera del Duero,410,Ribera del Duero Tinto,,
Morca,Garnacha,2016,44,376,Espana,Campo de Borja,315,Garnacha,,
Carmelo Rodero,Ribera del Duero TSM,2015,44,367,Espana,Ribera del Duero,5675,Ribera del Duero Tinto,,
Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,44,363,Espana,Toro,209,Toro Tinto,50,30
Lan,A Mano Rioja,2017,44,360,Espana,Rioja,3073,Rioja Tinto,40,30
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014,44,351,Espana,Ribera del Duero,499,Ribera del Duero Tinto,50,30
Vinicola Real,200 Monges Rioja Gran Reserva,2001,44,349,Espana,Rioja,520,Rioja Tinto,40,30
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011,44,343,Espana,Rioja,900,Rioja Tinto,40,30
Antidoto,La Hormiga de Antidoto,2019,44,336,Espana,Ribera del Duero,2663,Ribera del Duero Tinto,50,30
Abadia Retuerta,Le Domaine Blanco de Guarda,2019,44,334,Espana,Sardon de Duero,3258,V.T. Castilla y León,30,30
Rafael Palacios,As Sortes Val do Bibei Godello,2019,44,333,Espana,Valdeorras,465,D.O. Valdeorras ,30,30
Bosque de Matasnos,Edicion Limitada,2015,44,328,Espana,Ribera del Duero,"3,25812E+14",Ribera del Duero Tinto,50,30
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017,44,319,Espana,Valencia,2995,Tinto,40,30
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,44,316,Espana,Rioja,349,Rioja Tinto,40,30
Remelluri,Granja Gran Reserva Rioja,2011,44,313,Espana,Rioja,439,Rioja Tinto,40,30
Perinet,Priorat,2016,44,309,Espana,Priorato,650,Priorat Tinto,40,30
Toro Albala,Don PX Pedro Ximenez,1994,44,306,Espana,Montilla-Moriles,359,Pedro Ximenez,50,10
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010,44,305,Espana,Ribera del Duero,2105,Ribera del Duero Tinto,50,30
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011,44,298,Espana,Cava,5595,Cava,20,30
Costers del Siurana,Miserere,2005,44,296,Espana,Priorato,"9,28716E+14",Priorat Tinto,40,30
